norm.name	RBN011364-002.horizon.GI50_nm	RBN011595-001.horizon.GI50_nm	RBN011628-001.horizon.GI50_nm	RBN011364-002.horizon.IC50_nm	RBN011595-001.horizon.IC50_nm	RBN011628-001.horizon.IC50_nm	RBN011364-002.horizon.Delta.1um	RBN011595-001.horizon.Delta.1um	RBN011628-001.horizon.Delta.1um	RBN011364-002.horizon.EMax.1um.fixed	RBN011595-001.horizon.EMax.1um.fixed	RBN011628-001.horizon.EMax.1um.fixed	Response.group
TE6	1147.19041456103	1203.77102950144	595.910421569201	10000	10000	10000	27.6633253043986	26.3958131708089	40.3651167474215	51.3707885536783	52.7139755917588	41.4693163529135	Nonresponder
TE8	7.00346012527041	52.2123836614283	2.03835133547683	2.29930657988895	25.1586330502405	1.16965900097897	46.5494579816147	51.1261952854094	44.0134747411882	41.2719330553127	34.6935128319016	37.9638431648915	Responder
TGBC11TKB	1315.39970427565	4545.34235037373	264.613119662659	10000	10000	559.544653325946	50.1540644145488	8.98028549764285	88.1653319587793	53.6035773366113	91.8333430452392	23.6060587149528	Nonresponder
TOV21G	10000	10000	737.36641903109	10000	3672.37948370906	821.470568976059	1.73881330505972	1.3753852812215e-06	66.0654999534459	96.987527233171	99.0267383903784	32.523356178675	Nonresponder
TYKNU	18.1424631588705	41.1898688123884	2.60370086289752	11.474173129852	29.1707608611693	0.764819374975083	77.0567235454766	64.2168575642478	51.6166920736176	20.3973787662377	27.8361728084562	45.6125343121046	Responder
U87MG	10000	3134.66448712814	10000	87.1719685516596	10000	2.88557874426193	37.039397127604	28.0435129737297	18.7509934858847	52.6698307587432	64.0988746006789	69.7032721988238	Responder
YD10B	35.7756912500379	10000	69.5990521198905	6.21333239001343	9.80708700137566	1.285952313927	52.9772516002998	35.9980612312601	42.5162076995615	41.5373495639192	53.4710264051541	49.5774117563219	Responder
YD38	10000	10000	10000	9.07737494026943	0.382695376058013	0.0581038419879433	19.4675383710149	18.102889553812	19.7831126098291	62.9816901862287	76.6077241417727	69.4610902447961	Responder
YD8	5549.64525170771	10000	10000	5541.86468126118	10000	1221.59856282387	0.27248896328598	2.83301558052086	13.7048622468922	107.615181318893	103.672688133123	93.5094593666757	Nonresponder
YH13	53.5072801092695	10000	10.8041552424374	15.7651030740497	11.6446737193376	1.3965321188761	51.0298997931904	27.7339140563868	44.9429970586076	38.9091104855764	64.4296212167287	46.673433887559	Responder
YMB1	8006.35370219004	10000	1066.93801520533	6387.90475410826	10000	570.175146977887	0.329508016811914	2.86298513670906	56.4500111621271	106.300971440109	106.187201557273	51.6797823265838	Nonresponder
ZR7530	10000	10000	10000	1.59592568329627	1.78283624164412	0.254896804273436	17.5114739084041	15.4722015823756	17.5937762501419	87.2432387387613	92.9183841354433	90.3642198201689	Responder
